lead_id,lead_stage,event_id,event_type,event_timestamp,event_outcome,days_since_last_contact,days_since_creation,total_emails_sent,total_calls_made,total_meetings,last_email_sentiment,response_rate,next_action_taken
L1650,Qualified,E1650,Demo,2023-03-10 18:00:00,Replied,13,2,8,9,5,Positive,0.45,Wait
L1651,New,E1651,Demo,2023-03-10 19:00:00,No-show,12,50,4,14,4,Neutral,0.82,Close
L1652,Proposal,E1652,Call,2023-03-10 20:00:00,Replied,6,41,14,6,4,Neutral,0.77,Email
L1653,New,E1653,Meeting,2023-03-10 21:00:00,No-show,4,66,17,6,8,Neutral,0.24,Close
L1654,Qualified,E1654,Demo,2023-03-10 22:00:00,Opened,6,98,3,9,0,Negative,0.15,Close
L1655,Qualified,E1655,Demo,2023-03-10 23:00:00,Opened,1,3,18,3,7,Neutral,0.39,Call
L1656,Proposal,E1656,Meeting,2023-03-11 00:00:00,No-show,5,80,19,17,1,Negative,0.88,Wait
L1657,Qualified,E1657,Call,2023-03-11 01:00:00,Replied,13,51,25,9,6,Neutral,0.09,Wait
L1658,New,E1658,Email,2023-03-11 02:00:00,No-show,7,68,6,18,5,Neutral,0.54,Email
L1659,Qualified,E1659,Meeting,2023-03-11 03:00:00,Replied,0,87,25,13,9,Neutral,0.09,Call
L1660,New,E1660,Email,2023-03-11 04:00:00,No-show,3,114,7,12,1,Negative,0.47,Call
L1661,New,E1661,Email,2023-03-11 05:00:00,Replied,10,84,16,14,2,Positive,0.13,Call
L1662,Qualified,E1662,Meeting,2023-03-11 06:00:00,Opened,0,25,12,15,3,Neutral,0.08,Call
L1663,Proposal,E1663,Demo,2023-03-11 07:00:00,No-show,13,30,23,1,6,Negative,0.19,Call
L1664,Qualified,E1664,Email,2023-03-11 08:00:00,Opened,0,82,20,3,7,Neutral,0.26,Wait
L1665,New,E1665,Email,2023-03-11 09:00:00,Opened,9,106,27,17,1,Positive,0.28,Wait
L1666,New,E1666,Call,2023-03-11 10:00:00,No-show,11,11,22,16,7,Negative,0.65,Close
L1667,Qualified,E1667,Demo,2023-03-11 11:00:00,No-show,13,93,10,9,8,Neutral,0.05,Wait
L1668,Proposal,E1668,Email,2023-03-11 12:00:00,Replied,13,17,26,8,6,Neutral,0.08,Call
L1669,Proposal,E1669,Call,2023-03-11 13:00:00,Replied,10,26,0,14,0,Neutral,0.19,Close
L1670,New,E1670,Demo,2023-03-11 14:00:00,Opened,7,23,1,11,5,Positive,0.87,Wait
L1671,New,E1671,Meeting,2023-03-11 15:00:00,Replied,6,56,16,8,7,Negative,0.63,Close
L1672,Proposal,E1672,Meeting,2023-03-11 16:00:00,Replied,11,52,4,13,4,Neutral,0.73,Wait
L1673,Qualified,E1673,Call,2023-03-11 17:00:00,No-show,9,48,29,12,1,Neutral,0.37,Email
L1674,New,E1674,Meeting,2023-03-11 18:00:00,Replied,12,20,29,5,4,Negative,0.21,Wait
L1675,New,E1675,Email,2023-03-11 19:00:00,Opened,0,109,5,18,7,Positive,0.04,Close
L1676,Proposal,E1676,Demo,2023-03-11 20:00:00,Replied,10,2,25,3,1,Positive,0.49,Email
L1677,Qualified,E1677,Email,2023-03-11 21:00:00,Opened,13,88,24,19,0,Positive,0.57,Call
L1678,Proposal,E1678,Email,2023-03-11 22:00:00,No-show,12,31,23,16,3,Positive,0.9,Close
L1679,Qualified,E1679,Meeting,2023-03-11 23:00:00,Opened,1,27,6,18,3,Positive,0.88,Call
L1680,Qualified,E1680,Email,2023-03-12 00:00:00,Replied,3,2,27,2,8,Neutral,0.42,Call
L1681,Qualified,E1681,Meeting,2023-03-12 01:00:00,No-show,0,78,20,13,2,Neutral,0.42,Close
L1682,New,E1682,Demo,2023-03-12 02:00:00,Replied,2,4,29,16,3,Neutral,0.16,Call
L1683,Proposal,E1683,Demo,2023-03-12 03:00:00,No-show,7,113,14,12,2,Negative,0.26,Close
L1684,Proposal,E1684,Email,2023-03-12 04:00:00,No-show,7,13,18,8,1,Positive,0.93,Close
L1685,Qualified,E1685,Call,2023-03-12 05:00:00,Replied,7,100,15,0,3,Negative,0.14,Wait
L1686,New,E1686,Meeting,2023-03-12 06:00:00,Replied,5,35,24,16,7,Positive,0.97,Email
L1687,New,E1687,Meeting,2023-03-12 07:00:00,No-show,5,108,12,15,0,Positive,0.5,Call
L1688,Proposal,E1688,Email,2023-03-12 08:00:00,No-show,4,118,4,17,7,Negative,0.46,Call
L1689,New,E1689,Meeting,2023-03-12 09:00:00,Replied,12,119,2,1,7,Neutral,0.17,Email
L1690,New,E1690,Meeting,2023-03-12 10:00:00,Opened,8,72,2,13,2,Negative,0.66,Email
L1691,Qualified,E1691,Call,2023-03-12 11:00:00,Replied,3,66,18,16,9,Neutral,0.46,Email
L1692,New,E1692,Call,2023-03-12 12:00:00,No-show,9,6,13,2,9,Positive,0.37,Email
L1693,Qualified,E1693,Email,2023-03-12 13:00:00,Replied,14,31,15,1,5,Neutral,0.26,Email
L1694,Proposal,E1694,Call,2023-03-12 14:00:00,Opened,11,118,21,7,3,Positive,0.07,Wait
L1695,New,E1695,Email,2023-03-12 15:00:00,Replied,11,10,16,1,0,Positive,0.52,Close
L1696,Proposal,E1696,Demo,2023-03-12 16:00:00,No-show,11,108,26,1,0,Neutral,0.31,Email
L1697,Proposal,E1697,Email,2023-03-12 17:00:00,Replied,6,21,3,8,4,Positive,0.71,Wait
L1698,New,E1698,Demo,2023-03-12 18:00:00,No-show,0,106,12,19,7,Neutral,0.72,Email
L1699,New,E1699,Email,2023-03-12 19:00:00,No-show,14,74,7,5,0,Negative,0.33,Email
L1700,Proposal,E1700,Meeting,2023-03-12 20:00:00,Replied,8,23,18,11,1,Positive,0.67,Call
L1701,New,E1701,Call,2023-03-12 21:00:00,No-show,6,3,4,8,6,Positive,0.26,Call
L1702,Qualified,E1702,Demo,2023-03-12 22:00:00,No-show,9,32,1,6,7,Negative,0.73,Call
L1703,Qualified,E1703,Email,2023-03-12 23:00:00,Opened,11,20,14,11,2,Positive,0.02,Call
L1704,New,E1704,Call,2023-03-13 00:00:00,Opened,8,74,1,4,7,Negative,0.15,Close
L1705,Proposal,E1705,Email,2023-03-13 01:00:00,Opened,6,29,10,15,0,Negative,0.25,Close
L1706,New,E1706,Call,2023-03-13 02:00:00,Opened,1,105,12,4,8,Positive,0.77,Call
L1707,New,E1707,Call,2023-03-13 03:00:00,No-show,14,52,22,11,1,Negative,0.07,Call
L1708,Proposal,E1708,Email,2023-03-13 04:00:00,Replied,5,115,9,19,1,Negative,0.19,Email
L1709,Proposal,E1709,Demo,2023-03-13 05:00:00,No-show,9,46,2,8,3,Negative,0.36,Email
L1710,Qualified,E1710,Demo,2023-03-13 06:00:00,No-show,11,34,4,6,9,Positive,0.01,Call
L1711,Proposal,E1711,Meeting,2023-03-13 07:00:00,No-show,10,101,2,18,2,Negative,0.76,Call
L1712,Qualified,E1712,Call,2023-03-13 08:00:00,Replied,3,84,5,19,3,Neutral,0.56,Call
L1713,Proposal,E1713,Meeting,2023-03-13 09:00:00,Opened,2,61,12,10,5,Neutral,0.9,Email
L1714,New,E1714,Meeting,2023-03-13 10:00:00,No-show,1,72,9,11,6,Negative,0.03,Call
L1715,Qualified,E1715,Email,2023-03-13 11:00:00,No-show,5,71,18,2,4,Neutral,0.27,Call
L1716,Qualified,E1716,Email,2023-03-13 12:00:00,Opened,7,70,7,16,1,Positive,0.73,Close
L1717,Qualified,E1717,Email,2023-03-13 13:00:00,No-show,5,11,17,6,2,Negative,0.68,Close
L1718,New,E1718,Call,2023-03-13 14:00:00,Replied,8,108,2,9,9,Positive,0.24,Email
L1719,New,E1719,Email,2023-03-13 15:00:00,No-show,13,82,23,14,2,Neutral,0.6,Close
L1720,New,E1720,Email,2023-03-13 16:00:00,No-show,4,115,23,1,4,Neutral,0.79,Email
L1721,New,E1721,Call,2023-03-13 17:00:00,Opened,1,106,16,12,4,Neutral,0.03,Wait
L1722,New,E1722,Call,2023-03-13 18:00:00,No-show,7,93,7,3,3,Neutral,0.72,Call
L1723,Qualified,E1723,Demo,2023-03-13 19:00:00,No-show,8,89,9,17,7,Positive,0.25,Email
L1724,New,E1724,Email,2023-03-13 20:00:00,Replied,13,63,1,0,5,Negative,0.95,Close
L1725,Qualified,E1725,Email,2023-03-13 21:00:00,Opened,9,21,11,1,5,Positive,0.54,Wait
L1726,New,E1726,Email,2023-03-13 22:00:00,Opened,3,110,22,1,0,Negative,0.03,Close
L1727,Proposal,E1727,Demo,2023-03-13 23:00:00,Replied,5,3,5,3,5,Neutral,0.4,Email
L1728,Qualified,E1728,Email,2023-03-14 00:00:00,No-show,14,82,1,2,2,Neutral,0.97,Wait
L1729,Proposal,E1729,Demo,2023-03-14 01:00:00,Opened,10,88,20,16,5,Neutral,0.73,Close
L1730,Qualified,E1730,Meeting,2023-03-14 02:00:00,Opened,9,111,22,13,9,Neutral,0.3,Wait
L1731,Proposal,E1731,Demo,2023-03-14 03:00:00,No-show,7,102,23,1,5,Positive,0.58,Call
L1732,New,E1732,Meeting,2023-03-14 04:00:00,No-show,8,10,2,15,1,Negative,0.6,Call
L1733,New,E1733,Email,2023-03-14 05:00:00,Opened,11,27,16,10,0,Negative,0.02,Wait
L1734,New,E1734,Meeting,2023-03-14 06:00:00,No-show,4,12,28,12,2,Neutral,0.18,Close
L1735,Qualified,E1735,Demo,2023-03-14 07:00:00,Opened,11,7,6,0,4,Positive,0.55,Close
L1736,Proposal,E1736,Call,2023-03-14 08:00:00,No-show,5,17,28,1,3,Neutral,0.4,Close
L1737,New,E1737,Meeting,2023-03-14 09:00:00,No-show,10,65,20,1,6,Negative,0.19,Call
L1738,Proposal,E1738,Meeting,2023-03-14 10:00:00,Replied,3,64,4,4,3,Negative,0.77,Email
L1739,Proposal,E1739,Email,2023-03-14 11:00:00,No-show,4,114,22,3,7,Positive,0.49,Email
L1740,New,E1740,Demo,2023-03-14 12:00:00,Replied,6,26,0,11,6,Negative,0.31,Wait
L1741,New,E1741,Meeting,2023-03-14 13:00:00,No-show,8,15,7,2,9,Positive,0.16,Close
L1742,Proposal,E1742,Meeting,2023-03-14 14:00:00,Opened,9,115,11,19,8,Neutral,0.61,Wait
L1743,New,E1743,Meeting,2023-03-14 15:00:00,Opened,10,33,13,9,0,Neutral,0.67,Email
L1744,New,E1744,Meeting,2023-03-14 16:00:00,No-show,12,62,15,19,4,Positive,0.67,Email
L1745,New,E1745,Call,2023-03-14 17:00:00,No-show,5,101,9,17,3,Neutral,0.22,Close
L1746,Qualified,E1746,Demo,2023-03-14 18:00:00,Opened,13,47,14,9,5,Positive,0.6,Wait
L1747,Proposal,E1747,Email,2023-03-14 19:00:00,No-show,5,95,20,0,0,Neutral,0.91,Close
L1748,Proposal,E1748,Email,2023-03-14 20:00:00,Replied,7,35,23,5,5,Neutral,0.35,Email
L1749,Qualified,E1749,Call,2023-03-14 21:00:00,Replied,10,65,25,10,0,Negative,0.21,Email
L1750,Proposal,E1750,Demo,2023-03-14 22:00:00,Replied,3,72,14,1,0,Negative,0.77,Close
L1751,New,E1751,Meeting,2023-03-14 23:00:00,Replied,2,76,9,6,7,Positive,0.18,Wait
L1752,Proposal,E1752,Call,2023-03-15 00:00:00,Replied,13,118,20,19,1,Neutral,0.25,Call
L1753,New,E1753,Demo,2023-03-15 01:00:00,No-show,6,83,27,17,9,Neutral,0.1,Close
L1754,Qualified,E1754,Meeting,2023-03-15 02:00:00,No-show,4,25,6,18,5,Neutral,0.27,Email
L1755,New,E1755,Call,2023-03-15 03:00:00,Replied,1,57,25,3,5,Negative,0.41,Call
L1756,Proposal,E1756,Demo,2023-03-15 04:00:00,No-show,1,32,2,12,5,Positive,0.06,Close
L1757,Proposal,E1757,Email,2023-03-15 05:00:00,No-show,10,63,1,17,7,Positive,0.87,Call
L1758,Proposal,E1758,Email,2023-03-15 06:00:00,Replied,5,12,5,19,3,Positive,0.51,Close
L1759,Qualified,E1759,Demo,2023-03-15 07:00:00,No-show,7,63,20,12,2,Neutral,0.59,Email
L1760,Qualified,E1760,Email,2023-03-15 08:00:00,No-show,0,77,8,18,5,Positive,0.37,Close
L1761,Proposal,E1761,Demo,2023-03-15 09:00:00,No-show,14,92,9,16,3,Negative,0.67,Call
L1762,New,E1762,Meeting,2023-03-15 10:00:00,Replied,10,1,3,0,1,Negative,0.43,Wait
L1763,Qualified,E1763,Demo,2023-03-15 11:00:00,No-show,5,51,26,5,5,Positive,0.76,Email
L1764,Proposal,E1764,Meeting,2023-03-15 12:00:00,Opened,11,70,2,18,9,Neutral,0.82,Email
L1765,Proposal,E1765,Call,2023-03-15 13:00:00,Opened,1,8,8,19,4,Negative,0.67,Call
L1766,Qualified,E1766,Demo,2023-03-15 14:00:00,Replied,1,68,23,0,8,Negative,0.49,Close
L1767,Qualified,E1767,Call,2023-03-15 15:00:00,Opened,6,5,21,7,5,Neutral,0.78,Close
L1768,Qualified,E1768,Email,2023-03-15 16:00:00,Replied,9,89,16,16,2,Neutral,0.49,Close
L1769,New,E1769,Meeting,2023-03-15 17:00:00,Opened,0,86,13,14,4,Positive,0.11,Email
L1770,New,E1770,Demo,2023-03-15 18:00:00,Opened,5,92,9,17,9,Negative,0.12,Email
L1771,Proposal,E1771,Call,2023-03-15 19:00:00,Opened,13,39,12,6,7,Negative,0.95,Call
L1772,Qualified,E1772,Meeting,2023-03-15 20:00:00,Replied,6,23,11,15,8,Positive,0.21,Close
L1773,New,E1773,Meeting,2023-03-15 21:00:00,Replied,13,68,26,6,7,Positive,0.82,Close
L1774,Qualified,E1774,Email,2023-03-15 22:00:00,No-show,7,52,0,16,2,Negative,0.25,Call
L1775,Proposal,E1775,Email,2023-03-15 23:00:00,Replied,6,4,27,3,8,Negative,0.43,Email
L1776,New,E1776,Meeting,2023-03-16 00:00:00,Opened,5,47,21,11,2,Neutral,0.65,Email
L1777,New,E1777,Meeting,2023-03-16 01:00:00,Opened,8,21,28,12,7,Neutral,0.16,Wait
L1778,New,E1778,Demo,2023-03-16 02:00:00,Replied,12,101,18,3,9,Negative,0.74,Wait
L1779,Proposal,E1779,Meeting,2023-03-16 03:00:00,Replied,2,56,18,0,8,Negative,0.69,Close
L1780,Qualified,E1780,Demo,2023-03-16 04:00:00,Replied,10,105,5,0,6,Neutral,0.54,Email
L1781,New,E1781,Meeting,2023-03-16 05:00:00,No-show,5,66,12,6,3,Positive,0.57,Close
L1782,Proposal,E1782,Email,2023-03-16 06:00:00,Opened,3,59,18,8,9,Positive,0.11,Email
L1783,Qualified,E1783,Demo,2023-03-16 07:00:00,No-show,1,7,12,0,8,Negative,0.44,Wait
L1784,Proposal,E1784,Call,2023-03-16 08:00:00,No-show,0,49,26,15,2,Negative,0.09,Call
L1785,Qualified,E1785,Email,2023-03-16 09:00:00,Opened,11,16,25,17,2,Neutral,0.31,Email
L1786,Proposal,E1786,Demo,2023-03-16 10:00:00,Opened,11,17,21,14,1,Negative,0.9,Wait
L1787,Qualified,E1787,Demo,2023-03-16 11:00:00,Replied,13,84,20,5,9,Positive,0.57,Wait
L1788,New,E1788,Call,2023-03-16 12:00:00,Replied,0,87,3,1,2,Neutral,0.74,Email
L1789,Qualified,E1789,Demo,2023-03-16 13:00:00,No-show,10,98,23,8,0,Neutral,0.57,Close
L1790,Proposal,E1790,Meeting,2023-03-16 14:00:00,Replied,9,75,1,3,3,Positive,0.19,Email
L1791,Proposal,E1791,Call,2023-03-16 15:00:00,Replied,2,34,14,12,7,Positive,0.59,Wait
L1792,Qualified,E1792,Email,2023-03-16 16:00:00,Opened,3,33,11,10,4,Neutral,0.76,Email
L1793,New,E1793,Email,2023-03-16 17:00:00,Opened,1,26,29,12,1,Negative,0.14,Call
L1794,New,E1794,Meeting,2023-03-16 18:00:00,Replied,12,66,26,10,2,Positive,0.82,Close
L1795,Qualified,E1795,Email,2023-03-16 19:00:00,Opened,11,63,6,18,0,Neutral,0.56,Email
L1796,Qualified,E1796,Demo,2023-03-16 20:00:00,Replied,10,87,19,7,1,Negative,0.0,Wait
L1797,Proposal,E1797,Demo,2023-03-16 21:00:00,Opened,10,41,17,6,0,Negative,0.52,Wait
L1798,New,E1798,Meeting,2023-03-16 22:00:00,Opened,13,86,22,15,1,Neutral,0.4,Close
L1799,Qualified,E1799,Email,2023-03-16 23:00:00,Opened,10,58,12,2,2,Positive,0.3,Email
L1800,New,E1800,Email,2023-03-17 00:00:00,Opened,0,98,16,16,0,Negative,0.77,Wait
L1801,Qualified,E1801,Meeting,2023-03-17 01:00:00,Replied,3,79,3,17,8,Positive,0.9,Close
L1802,Qualified,E1802,Call,2023-03-17 02:00:00,No-show,14,10,24,14,9,Neutral,0.76,Call
L1803,New,E1803,Email,2023-03-17 03:00:00,Opened,6,15,13,16,4,Positive,0.85,Close
L1804,Qualified,E1804,Call,2023-03-17 04:00:00,Replied,9,42,19,10,7,Negative,0.91,Email
L1805,Qualified,E1805,Email,2023-03-17 05:00:00,Replied,10,93,27,4,4,Neutral,0.91,Email
L1806,Proposal,E1806,Email,2023-03-17 06:00:00,Opened,5,57,12,15,7,Negative,0.11,Wait
L1807,Qualified,E1807,Email,2023-03-17 07:00:00,No-show,5,87,2,14,6,Negative,0.46,Call
L1808,Qualified,E1808,Email,2023-03-17 08:00:00,Opened,10,17,25,9,3,Neutral,0.0,Email
L1809,Qualified,E1809,Demo,2023-03-17 09:00:00,Replied,8,60,25,13,6,Neutral,0.51,Wait
L1810,Proposal,E1810,Call,2023-03-17 10:00:00,No-show,13,9,17,1,5,Positive,0.92,Close
L1811,New,E1811,Call,2023-03-17 11:00:00,Replied,14,114,13,15,2,Neutral,0.2,Close
L1812,Proposal,E1812,Email,2023-03-17 12:00:00,Opened,1,36,14,18,8,Positive,0.64,Email
L1813,Proposal,E1813,Email,2023-03-17 13:00:00,No-show,3,73,2,7,9,Neutral,0.64,Call
L1814,New,E1814,Call,2023-03-17 14:00:00,Replied,4,80,0,14,8,Negative,0.16,Wait
L1815,Proposal,E1815,Demo,2023-03-17 15:00:00,Replied,0,36,25,9,4,Positive,0.24,Email
L1816,New,E1816,Meeting,2023-03-17 16:00:00,Replied,7,48,23,4,7,Neutral,0.46,Wait
L1817,Proposal,E1817,Meeting,2023-03-17 17:00:00,Opened,7,51,16,19,6,Positive,0.19,Close
L1818,New,E1818,Call,2023-03-17 18:00:00,No-show,5,97,2,15,8,Positive,0.58,Wait
L1819,Qualified,E1819,Email,2023-03-17 19:00:00,Opened,11,119,13,11,6,Positive,0.48,Close
L1820,Proposal,E1820,Email,2023-03-17 20:00:00,Opened,4,95,2,12,3,Negative,0.52,Call
L1821,Proposal,E1821,Demo,2023-03-17 21:00:00,Opened,7,70,12,8,3,Neutral,0.13,Call
L1822,Proposal,E1822,Meeting,2023-03-17 22:00:00,No-show,2,74,14,16,7,Neutral,0.52,Close
L1823,Proposal,E1823,Demo,2023-03-17 23:00:00,Opened,2,80,17,19,5,Positive,0.05,Email
L1824,Qualified,E1824,Meeting,2023-03-18 00:00:00,Opened,1,68,13,11,8,Neutral,0.88,Close
L1825,Proposal,E1825,Call,2023-03-18 01:00:00,Opened,4,118,20,4,9,Negative,0.34,Wait
L1826,Qualified,E1826,Meeting,2023-03-18 02:00:00,Opened,2,22,25,11,6,Positive,0.86,Wait
L1827,Qualified,E1827,Demo,2023-03-18 03:00:00,Replied,2,77,2,0,6,Negative,0.7,Wait
L1828,Qualified,E1828,Demo,2023-03-18 04:00:00,Opened,14,80,18,19,3,Negative,0.77,Email
L1829,Qualified,E1829,Demo,2023-03-18 05:00:00,Replied,5,116,7,15,2,Neutral,0.31,Call
L1830,New,E1830,Call,2023-03-18 06:00:00,Opened,7,93,3,11,7,Neutral,0.23,Call
L1831,New,E1831,Meeting,2023-03-18 07:00:00,No-show,1,6,3,8,6,Positive,0.41,Wait
L1832,Proposal,E1832,Meeting,2023-03-18 08:00:00,Replied,3,26,18,12,3,Negative,0.02,Email
L1833,New,E1833,Demo,2023-03-18 09:00:00,Replied,10,75,10,16,3,Neutral,0.92,Wait
L1834,New,E1834,Meeting,2023-03-18 10:00:00,Replied,6,88,0,16,0,Positive,0.39,Call
L1835,Proposal,E1835,Email,2023-03-18 11:00:00,Replied,0,93,7,3,6,Positive,0.99,Close
L1836,Proposal,E1836,Email,2023-03-18 12:00:00,No-show,0,3,14,13,0,Neutral,0.76,Wait
L1837,Proposal,E1837,Email,2023-03-18 13:00:00,Opened,11,52,0,18,9,Negative,0.08,Wait
L1838,New,E1838,Meeting,2023-03-18 14:00:00,Replied,12,74,6,6,9,Positive,0.66,Wait
L1839,New,E1839,Call,2023-03-18 15:00:00,No-show,9,60,20,2,3,Neutral,0.27,Call
L1840,Proposal,E1840,Call,2023-03-18 16:00:00,Replied,6,63,19,0,2,Positive,0.24,Email
L1841,Qualified,E1841,Call,2023-03-18 17:00:00,Opened,13,65,19,11,2,Neutral,0.26,Close
L1842,Proposal,E1842,Call,2023-03-18 18:00:00,Replied,6,52,23,14,0,Positive,0.92,Close
L1843,Qualified,E1843,Email,2023-03-18 19:00:00,No-show,0,107,10,10,3,Negative,0.5,Close
L1844,Qualified,E1844,Email,2023-03-18 20:00:00,Opened,0,90,26,9,0,Positive,0.67,Wait
L1845,Proposal,E1845,Demo,2023-03-18 21:00:00,No-show,3,76,28,1,7,Neutral,0.28,Call
L1846,Proposal,E1846,Meeting,2023-03-18 22:00:00,Opened,4,14,13,3,0,Neutral,0.52,Close
L1847,Proposal,E1847,Meeting,2023-03-18 23:00:00,Opened,4,89,21,16,5,Neutral,0.35,Wait
L1848,New,E1848,Call,2023-03-19 00:00:00,Opened,3,72,15,16,6,Negative,0.32,Email
L1849,Qualified,E1849,Email,2023-03-19 01:00:00,Replied,7,107,13,7,9,Neutral,0.25,Wait
L1850,New,E1850,Call,2023-03-19 02:00:00,No-show,6,68,11,13,1,Neutral,0.41,Close
L1851,New,E1851,Demo,2023-03-19 03:00:00,No-show,8,28,16,3,3,Negative,0.66,Close
L1852,Proposal,E1852,Meeting,2023-03-19 04:00:00,No-show,6,71,13,5,2,Neutral,0.22,Email
L1853,New,E1853,Meeting,2023-03-19 05:00:00,Opened,14,10,9,18,8,Neutral,0.97,Call
L1854,Proposal,E1854,Call,2023-03-19 06:00:00,Replied,9,115,23,3,6,Negative,0.12,Email
L1855,Qualified,E1855,Demo,2023-03-19 07:00:00,Opened,0,57,28,2,1,Positive,0.48,Email
L1856,Proposal,E1856,Meeting,2023-03-19 08:00:00,No-show,12,100,13,19,5,Neutral,0.09,Close
L1857,New,E1857,Demo,2023-03-19 09:00:00,Replied,13,66,17,5,8,Positive,0.02,Close
L1858,New,E1858,Demo,2023-03-19 10:00:00,Replied,6,90,21,6,2,Negative,0.92,Call
L1859,Proposal,E1859,Call,2023-03-19 11:00:00,Replied,0,117,8,13,5,Neutral,0.81,Close
L1860,Proposal,E1860,Email,2023-03-19 12:00:00,No-show,6,50,16,11,2,Neutral,0.69,Email
L1861,New,E1861,Call,2023-03-19 13:00:00,Replied,9,14,5,15,2,Negative,0.87,Email
L1862,Qualified,E1862,Email,2023-03-19 14:00:00,Replied,7,16,7,19,3,Neutral,0.8,Call
L1863,Qualified,E1863,Demo,2023-03-19 15:00:00,Opened,10,54,25,7,8,Positive,0.65,Close
L1864,Proposal,E1864,Email,2023-03-19 16:00:00,Opened,8,43,12,1,7,Positive,0.85,Close
L1865,Qualified,E1865,Demo,2023-03-19 17:00:00,Replied,11,42,17,12,0,Negative,0.39,Email
L1866,New,E1866,Meeting,2023-03-19 18:00:00,Replied,2,81,4,7,0,Neutral,0.55,Email
L1867,Proposal,E1867,Meeting,2023-03-19 19:00:00,Opened,14,110,5,19,6,Neutral,0.78,Close
L1868,New,E1868,Meeting,2023-03-19 20:00:00,Opened,3,22,20,15,2,Negative,0.08,Wait
L1869,New,E1869,Call,2023-03-19 21:00:00,Opened,3,68,18,3,6,Positive,0.86,Email
L1870,Qualified,E1870,Call,2023-03-19 22:00:00,No-show,11,19,3,15,8,Positive,0.16,Email
L1871,Proposal,E1871,Demo,2023-03-19 23:00:00,No-show,8,66,6,19,2,Negative,0.86,Email
L1872,Proposal,E1872,Meeting,2023-03-20 00:00:00,Opened,12,39,3,5,2,Neutral,0.31,Call
L1873,Qualified,E1873,Call,2023-03-20 01:00:00,Replied,6,73,24,3,1,Positive,0.33,Close
L1874,New,E1874,Meeting,2023-03-20 02:00:00,Opened,2,19,10,15,9,Neutral,0.07,Close
L1875,New,E1875,Call,2023-03-20 03:00:00,No-show,9,16,11,12,0,Positive,0.89,Close
L1876,New,E1876,Email,2023-03-20 04:00:00,Replied,4,54,13,4,8,Neutral,0.17,Email
L1877,New,E1877,Email,2023-03-20 05:00:00,No-show,6,25,12,14,5,Positive,0.63,Close
L1878,Proposal,E1878,Meeting,2023-03-20 06:00:00,Replied,7,112,28,7,5,Neutral,0.64,Close
L1879,Proposal,E1879,Demo,2023-03-20 07:00:00,No-show,0,18,9,6,7,Negative,0.28,Close
L1880,Qualified,E1880,Call,2023-03-20 08:00:00,Replied,11,23,17,13,4,Positive,0.99,Call
L1881,Qualified,E1881,Call,2023-03-20 09:00:00,Replied,1,117,15,6,8,Negative,0.06,Call
L1882,Proposal,E1882,Email,2023-03-20 10:00:00,Replied,6,85,4,6,4,Positive,0.61,Email
L1883,Proposal,E1883,Email,2023-03-20 11:00:00,Replied,10,11,7,17,1,Positive,0.48,Close
L1884,New,E1884,Demo,2023-03-20 12:00:00,No-show,14,39,13,9,5,Positive,0.25,Email
L1885,New,E1885,Demo,2023-03-20 13:00:00,No-show,12,105,4,17,8,Neutral,0.16,Email
L1886,Qualified,E1886,Demo,2023-03-20 14:00:00,Replied,13,68,25,13,2,Positive,0.74,Email
L1887,Proposal,E1887,Meeting,2023-03-20 15:00:00,Replied,12,25,27,9,9,Negative,0.92,Email
L1888,Qualified,E1888,Email,2023-03-20 16:00:00,No-show,14,63,23,6,3,Neutral,0.11,Email
L1889,Proposal,E1889,Meeting,2023-03-20 17:00:00,Replied,1,96,7,6,9,Neutral,0.19,Email
L1890,New,E1890,Email,2023-03-20 18:00:00,Replied,6,30,24,6,7,Positive,0.99,Call
L1891,Qualified,E1891,Email,2023-03-20 19:00:00,Replied,14,45,25,4,5,Neutral,0.02,Wait
L1892,Qualified,E1892,Call,2023-03-20 20:00:00,Opened,8,90,5,0,6,Positive,0.51,Call
L1893,Proposal,E1893,Email,2023-03-20 21:00:00,Replied,10,61,15,13,6,Negative,0.52,Email
L1894,New,E1894,Email,2023-03-20 22:00:00,Opened,1,100,27,17,3,Neutral,0.26,Wait
L1895,Qualified,E1895,Meeting,2023-03-20 23:00:00,Replied,6,51,3,12,5,Neutral,0.66,Wait
L1896,New,E1896,Email,2023-03-21 00:00:00,No-show,3,98,11,7,8,Negative,0.94,Close
L1897,Qualified,E1897,Meeting,2023-03-21 01:00:00,Opened,10,9,10,7,2,Negative,0.45,Email
L1898,New,E1898,Demo,2023-03-21 02:00:00,Opened,12,76,2,9,7,Positive,0.75,Email
L1899,Proposal,E1899,Email,2023-03-21 03:00:00,Replied,1,2,11,16,6,Neutral,0.65,Call
L1900,Qualified,E1900,Email,2023-03-21 04:00:00,Replied,12,102,29,5,3,Negative,0.47,Wait
L1901,Qualified,E1901,Meeting,2023-03-21 05:00:00,Opened,6,5,4,14,9,Neutral,0.05,Wait
L1902,New,E1902,Demo,2023-03-21 06:00:00,No-show,12,62,5,14,2,Negative,0.74,Email
L1903,New,E1903,Call,2023-03-21 07:00:00,No-show,4,69,18,15,6,Neutral,0.36,Close
L1904,Qualified,E1904,Demo,2023-03-21 08:00:00,Replied,0,52,17,7,9,Negative,0.22,Email
L1905,Proposal,E1905,Meeting,2023-03-21 09:00:00,No-show,4,86,15,18,8,Neutral,0.95,Wait
